language	tag	name
en_US	GREAT_PERSON_INDIVIDUAL_SUK_LAWSPEAKER_MARKUS_SKEGGJASON	Markús Skeggjason
en_US	GREAT_PERSON_INDIVIDUAL_SUK_LAWSPEAKER_JON_EINARSSON	Jón Einarsson
en_US	GREAT_PERSON_INDIVIDUAL_YANG_HUI_ZHI_HD	Yang Huizhi
en_US	GREAT_PERSON_INDIVIDUAL_JNR_MA_JUN	Ma Jun
en_US	GREAT_PERSON_INDIVIDUAL_LIU_KUN_HD	Zhao Yeli
en_US	GREAT_PERSON_INDIVIDUAL_LI_YAN_NIAN_HD	Li Yannian
en_US	GREAT_PERSON_INDIVIDUAL_TANG_YING_ZENG_HD	Tang Yingzeng
en_US	GREAT_PERSON_INDIVIDUAL_HD_SANCTUS_LEO	Sanctus Leo PP. I
en_US	GREAT_PERSON_INDIVIDUAL_JU_SHI_LIN_HD	Ju Shilin
en_US	GREAT_PERSON_INDIVIDUAL_WANGJIAN	Wang Jian
en_US	GREAT_PERSON_INDIVIDUAL_JOHN_SPILSBURY	John Spilsbury
en_US	GREAT_PERSON_INDIVIDUAL_LIU_XI_JUN_HD	Princess Wusun
en_US	GREAT_PERSON_INDIVIDUAL_SU_ZHI_PO_HD	Su Zhipo
en_US	GREAT_PERSON_INDIVIDUAL_LI_GUI_NIAN_HD	Li Guinian
en_US	GREAT_PERSON_INDIVIDUAL_SUK_LAWSPEAKER_STYRMIR_KARASON	Styrmir Kárason
en_US	GREAT_PERSON_INDIVIDUAL_SUK_LAWSPEAKER_KOLBEINN_FLOSASON	Kolbeinn Flosason
en_US	GREAT_PERSON_INDIVIDUAL_HD_SI_NONG_SI	Sinong Si
en_US	GREAT_PERSON_INDIVIDUAL_SUK_LAWSPEAKER_BERGTHOR_HRAFNSSON	Bergþór Hrafnsson
en_US	GREAT_PERSON_INDIVIDUAL_SANTA_CRUZ	Santa Cruz
en_US	GREAT_PERSON_INDIVIDUAL_SUK_LAWSPEAKER_ULFHETHINN_GUNNARSSON	Úlfhéðinn Gunnarsson
en_US	GREAT_PERSON_INDIVIDUAL_PHANTA_CHEN_LIN	Chen Lin
en_US	GREAT_PERSON_INDIVIDUAL_DONG_TING_LAN_HD	Dong Tinglan
en_US	GREAT_PERSON_INDIVIDUAL_PIERO_DE_BARDI	Piero de' Bardi
en_US	GREAT_PERSON_INDIVIDUAL_GIOVANNI_DE_MEDICI	Giovanni de' Medici
en_US	GREAT_PERSON_INDIVIDUAL_ZHU_BI_SHAN_HD	Zhu Bishan
en_US	GREAT_PERSON_INDIVIDUAL_SUK_LAWSPEAKER_KETILL_THORLAKSSON	Ketill Þorláksson
en_US	GREAT_PERSON_INDIVIDUAL_MADHVA_ACHARYA	Madhva Acharya
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_24	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_23	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_MENGAO	Meng Ao
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_22	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_21	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_20	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_SHEN_RONG_PU_HD	Shen Rongpu
en_US	GREAT_PERSON_INDIVIDUAL_LEI_HAI_QING_HD	Lei Haiqing
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_19	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_18	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_13	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_12	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_11	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_10	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_17	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_16	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_15	Codifier
en_US	GREAT_PERSON_INDIVIDUAL_HD_CODIFIER_14	Codifier
en_US	BUILDING_CRISTO_REDENTOR	Cristo Redentor
en_US	BUILDING_KILWA_KISIWANI	Husuni Kubwa
en_US	NAT_WONDER_CL_COLLEGE	National College
en_US	BUILDING_SUK_BOROBUDUR	Candi Borobudur
en_US	P0K_BUILDING_TEMPLE_POSEIDON	Temple of Poseidon
en_US	BUILDING_SUK_NOTRE_DAME_DE_PARIS	Notre-Dame
en_US	NAT_WONDER_CL_NATIONALEPIC	National Epic
en_US	NAT_WON_CL_AIRPORT	International Terminal
en_US	NAT_WONDER_CL_CITADEL	Grand Citadel
en_US	NAT_WONDER_CL_TEMPLE	Grand Temple
en_US	NAT_WONDER_CL_THEMEPARK	National Theme Park
en_US	BUILDING_PORCELAIN_TOWER	Porcelain Tower
